ID,ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore
10776,2047-07-03,42,44269,596,Employed,High School,18,23648,48,Married,1,Own,309,0.5625446776446646,3,1,0.2519349712250062,1,Home,0,19,9,2091,2777,374228,21424,3689.0833333333335,0.8555465905770742,5,352804,0.220648,0.188474114744332,705.17529268457,0.2749125463013585,61.0
10777,2047-07-04,21,43141,574,Employed,Associate,0,18445,36,Single,1,Other,251,0.0830789364729771,3,1,0.2726130903248742,0,Education,0,24,5,2149,1677,84290,7040,3595.083333333333,0.8380583225183608,5,77250,0.216445,0.2287430562053317,712.7930027467665,0.2680864150798822,52.0
10778,2047-07-05,36,132034,519,Unemployed,Bachelor,18,35673,108,Divorced,0,Own,888,0.266817424363832,1,1,0.2637454143447501,0,Home,0,22,2,2643,7203,87041,1742,11002.833333333334,0.8498169568715476,6,85299,0.321173,0.3227881709282676,1017.4468869320008,0.173177837853765,55.0
10779,2047-07-06,44,119929,646,Employed,Doctorate,23,46724,48,Divorced,3,Mortgage,1082,0.3977128691907595,2,2,0.4185290759906956,0,Home,0,20,28,10630,283,96497,4517,9994.083333333334,0.979165339173189,4,91980,0.218724,0.2259706369569053,1487.2768976465816,0.2570797953102167,40.0
10780,2047-07-07,40,53525,603,Employed,Doctorate,19,22998,60,Divorced,0,Rent,904,0.3499620664227696,2,0,0.627923065719682,0,Debt Consolidation,0,29,6,2557,607,55129,4379,4460.416666666667,0.6875005777058281,8,50750,0.2264979999999999,0.2144211959493339,627.9064885445343,0.3434447055120861,55.0
10781,2047-07-08,25,56126,407,Employed,Master,3,39573,36,Single,4,Mortgage,246,0.3401985796781356,2,0,0.2619069641522003,1,Debt Consolidation,0,28,1,2160,1226,16334,18314,4677.166666666667,0.751316006405833,7,6523,0.321073,0.2887738447299274,1655.6963795702884,0.4065915360945633,68.0
10782,2047-07-09,20,66240,519,Employed,High School,0,13068,120,Married,1,Own,347,0.0905270656351936,2,0,0.2009775396936942,0,Auto,0,27,26,1956,391,192453,157052,5520.0,0.8677793700816753,10,35401,0.308568,0.3578696252062029,401.5295891522181,0.1356031864406192,51.0
10783,2047-07-10,31,98045,562,Employed,Bachelor,7,13283,84,Married,1,Mortgage,514,0.3407905311009815,5,0,0.3617089078282724,0,Education,0,32,9,1388,364,280089,9062,8170.416666666667,0.8171861375504338,4,271027,0.257283,0.2374836211889217,325.6585481631313,0.1027681429747317,38.400000000000006
10784,2047-07-11,49,75987,570,Employed,Master,26,20655,36,Married,2,Rent,736,0.0831417289023251,5,1,0.2619758715947333,0,Education,0,28,15,6379,350,65391,79517,6332.25,0.9123072724130852,9,5443,0.220655,0.2114283309417474,779.6940918027169,0.2393610630980641,40.8
10785,2047-07-12,58,164629,640,Employed,Associate,34,23303,84,Married,2,Rent,197,0.4481809600312815,3,2,0.2656328709392307,0,Auto,0,27,12,482,443,79235,26716,13719.083333333334,0.8167222332431624,3,52519,0.228303,0.2261374010177569,554.7593042982148,0.0547966133037227,36.8
10786,2047-07-13,50,24852,518,Employed,High School,26,16251,60,Married,0,Mortgage,980,0.5866432125085175,8,0,0.7008539824383011,0,Education,0,21,24,13933,3348,65249,5111,2071.0,0.8536776542115208,1,60138,0.262251,0.283980425848966,509.89776128027177,0.7194098316177073,59.0
10787,2047-07-14,52,49751,640,Employed,Bachelor,28,42271,48,Widowed,3,Mortgage,263,0.4698361662830702,1,2,0.3728255811275432,0,Auto,0,21,2,1742,616,65854,49291,4145.916666666667,0.790076398031647,4,16563,0.217271,0.2242511021510441,1341.5682662959507,0.3870237622470183,57.0
10788,2047-07-15,39,300000,557,Employed,High School,17,30254,60,Married,2,Other,653,0.2345163120120922,4,2,0.3087421314753619,0,Home,0,22,17,1849,1413,78189,576,25000.0,0.9818101087219814,4,77613,0.256754,0.2497333177216503,887.5219896517284,0.0616208795860691,40.0
10789,2047-07-16,19,86042,587,Employed,Master,0,14580,60,Widowed,1,Other,252,0.4229083635962304,5,2,0.1383452048156805,0,Auto,0,26,9,10738,1724,124745,59178,7170.166666666667,0.8931722381074145,3,65567,0.22608,0.2149915656383119,398.5428957081389,0.090729117738984,39.2
10790,2047-07-17,34,33974,497,Employed,High School,12,29506,72,Divorced,0,Rent,544,0.1433185895532482,3,3,0.1749803850887778,0,Debt Consolidation,0,20,29,2446,794,14863,2093,2831.1666666666665,0.8546235857608968,3,12770,0.296006,0.3251302606261861,936.0060145986594,0.5227548176600905,50.0
10791,2047-07-18,36,66413,519,Employed,Associate,16,7758,96,Married,0,Own,413,0.3613535270689308,5,2,0.3585779471186674,0,Home,0,36,9,8031,1698,17567,31611,3035.4166666666665,0.6753359995919482,3,3898,0.283258,0.2664524630526528,196.07355443976417,0.2006556665278564,55.0
10792,2047-07-19,34,71763,631,Employed,Doctorate,10,23083,60,Divorced,0,Mortgage,263,0.336996651369732,5,1,0.1517136497138645,0,Home,0,22,28,3654,431,24254,11866,5980.25,0.8104344505403943,5,12388,0.212583,0.204373039139672,617.1884725847133,0.1471825546732516,37.6
10793,2047-07-20,40,160992,562,Employed,Doctorate,18,16462,36,Married,2,Mortgage,422,0.3515372952917083,6,0,0.3012869368404796,0,Home,0,21,20,2533,424,29762,46825,13416.0,0.8853649743015821,3,2572,0.220462,0.2052585352779258,616.2065951088476,0.0773857032728717,41.6
10794,2047-07-21,45,80906,645,Employed,Bachelor,26,17208,36,Single,0,Rent,341,0.3056025171119154,4,0,0.475693963727104,0,Home,1,20,2,2005,492,60215,24045,6742.166666666667,0.6015734071615882,6,36170,0.179708,0.1826260801709398,624.379700880045,0.1431853806956287,62.0
10795,2047-07-22,50,57070,661,Employed,Master,26,16358,96,Single,1,Rent,336,0.2028533670067941,2,2,0.1889584262956029,0,Auto,0,22,24,2625,451,57191,3054,4755.833333333333,0.8996740568547236,5,54137,0.220858,0.2085582298156837,351.5330845898871,0.1445662697578175,42.0
10796,2047-07-23,36,25325,620,Self-Employed,Doctorate,14,25480,72,Married,0,Mortgage,1061,0.0530675120022918,8,0,0.2876767359443031,0,Education,0,30,18,12971,723,64102,90071,2110.4166666666665,0.8801998132994489,6,7155,0.23048,0.2501520676650913,686.597050980792,0.828081524650326,53.0
10797,2047-07-24,18,32533,553,Employed,Master,0,21579,48,Married,1,Mortgage,419,0.164719737279329,2,0,0.5943350673027402,0,Debt Consolidation,0,18,21,3618,3783,86487,12486,2711.083333333333,0.7580016711940105,5,74001,0.240079,0.2288267804148207,690.2523657877064,0.4091546549488973,56.0
10798,2047-07-25,34,55522,598,Employed,Bachelor,14,31999,36,Single,1,Rent,207,0.4235603780862014,3,0,0.1902199957218934,0,Home,0,24,13,7847,2168,67429,15305,4626.833333333333,0.9245101952623836,4,52124,0.217999,0.2280704023842107,1235.4565034707334,0.3117589071295847,49.0
10799,2047-07-26,40,48754,637,Employed,Bachelor,19,22827,60,Single,2,Mortgage,1150,0.592617609205344,5,0,0.1304837621574834,0,Auto,0,25,15,1884,402,16115,54727,4062.8333333333335,0.7592734461573697,3,8200,0.2093269999999999,0.2097547647048618,617.2321849746647,0.434975309096607,49.0
10800,2047-07-27,54,115434,545,Employed,Bachelor,31,15226,120,Single,0,Other,405,0.3527423377706892,2,2,0.8025163053267604,0,Home,0,28,9,9168,1433,157291,39675,9619.5,0.902921734265988,6,117616,0.297726,0.2842034360952875,383.7349413392786,0.0819933407494442,43.2
10801,2047-07-28,33,48361,589,Employed,Bachelor,9,45366,24,Married,2,Rent,1279,0.5914392079908647,0,1,0.3303727541941552,0,Debt Consolidation,0,37,21,708,334,91490,29976,4030.0833333333335,0.9293216409629134,6,61514,0.2258659999999999,0.2411416606159554,2401.135987378578,0.9131662258543648,54.0
10802,2047-07-29,46,86666,633,Employed,Master,22,12543,72,Married,0,Mortgage,399,0.3247218492609555,2,1,0.2537497288526005,0,Debt Consolidation,1,27,26,353,637,203495,9343,7222.166666666667,0.6624041763434779,8,194152,0.211043,0.2223981239692193,316.9449374067744,0.0991316000378613,40.0
10803,2047-07-30,43,23070,552,Employed,Bachelor,19,16225,48,Married,0,Other,611,0.2580246886972232,3,1,0.1202825671367165,0,Other,0,27,4,4168,1923,44183,11222,1922.5,0.8558726396093523,5,32961,0.235225,0.2252921375553239,515.8590456839086,0.5861425465195883,55.0
10804,2047-07-31,40,40526,567,Employed,Master,18,10867,60,Single,3,Other,427,0.0763627252232055,3,1,0.5551579682609282,0,Auto,0,21,16,2663,1185,34550,91536,3377.1666666666665,0.8295856584796573,5,2885,0.232367,0.2493285481909026,318.5331954756176,0.220757004039565,58.0
10805,2047-08-01,51,68434,588,Employed,High School,25,31237,60,Married,5,Rent,497,0.2464188393104756,3,0,0.2874778346388711,0,Auto,0,28,12,727,312,72956,42594,5702.833333333333,0.9572906705764388,3,30362,0.2422369999999999,0.2353604580592529,890.2326721292385,0.2432532376530797,52.0
10806,2047-08-02,32,144079,579,Employed,Bachelor,8,20361,24,Married,0,Mortgage,220,0.3856625203318592,3,1,0.3489721948505188,0,Other,0,19,21,3985,1210,22701,14014,12006.583333333334,0.623564351890201,6,8687,0.205861,0.2124093881665368,1048.674403590643,0.1056648980287738,41.6
10807,2047-08-03,33,42050,600,Employed,Associate,10,34135,24,Married,1,Other,994,0.384021003671414,2,3,0.1229426774610153,0,Home,0,20,7,5565,4441,82165,17857,3504.1666666666665,0.636310390074041,6,64308,0.209135,0.2015461536425002,1739.9076082482325,0.7801876646606133,47.0
10808,2047-08-04,39,87199,566,Employed,Bachelor,15,26073,36,Single,1,Mortgage,1153,0.1503046989682659,0,1,0.2539883717615526,0,Auto,0,15,24,4397,1233,92530,16706,7266.583333333333,0.8776296024927517,8,75824,0.228073,0.2323905274124588,1012.5300126006792,0.2980121349007231,38.400000000000006
10809,2047-08-05,32,104869,583,Employed,Bachelor,10,21849,72,Married,0,Rent,268,0.2954472126217456,2,0,0.2586789763915138,0,Home,0,20,26,4463,333,183095,88827,8739.083333333334,0.6915456822252796,7,94268,0.245349,0.1962792,518.6436617861285,0.090014436501097,39.2
10810,2047-08-06,46,118723,674,Employed,Master,24,21721,72,Married,0,Rent,257,0.2767222355875887,1,0,0.0946663330522081,1,Other,0,31,22,2324,1326,73329,4379,9893.583333333334,0.9119816026834744,2,68950,0.1997209999999999,0.2341810408004351,564.1967729255473,0.0830029672018611,42.400000000000006
10811,2047-08-07,31,64827,560,Employed,High School,13,17172,36,Married,3,Mortgage,518,0.4003174631471871,2,1,0.5251062711112721,0,Home,0,32,28,3789,698,40924,24200,5402.25,0.5888425435282445,8,16724,0.2221719999999999,0.2292147364435683,664.0207244354266,0.2188015594308716,47.2
10812,2047-08-08,42,27757,464,Employed,High School,20,19805,60,Single,1,Rent,976,0.2919689808518736,4,1,0.1288104508423486,0,Education,0,24,21,3077,2968,62504,5131,2313.083333333333,0.9771593269758724,4,57373,0.292805,0.2720652240242495,607.1991906332166,0.6844540219619771,50.0
10813,2047-08-09,38,138815,549,Employed,Master,12,16634,36,Single,0,Mortgage,372,0.4985485025234174,2,1,0.5212670502276885,0,Debt Consolidation,0,16,7,5014,2505,26510,3231,11567.916666666666,0.8975181324196244,4,23279,0.227134,0.2200118369998028,635.2701842719792,0.0870744675378291,46.400000000000006
10814,2047-08-10,42,24245,585,Self-Employed,Doctorate,19,12446,96,Single,1,Rent,137,0.3652673041903108,7,1,0.2186875671755541,0,Other,0,30,15,473,1234,36963,32457,2020.4166666666667,0.7368646266259926,5,4506,0.254946,0.249107170464726,300.11633321675856,0.2163495977975295,57.0
10815,2047-08-11,34,21541,554,Employed,High School,11,45397,36,Married,1,Own,400,0.1752789667537432,1,0,0.3452808104196103,0,Auto,0,29,10,9460,516,48595,45188,1795.0833333333333,0.5823623253457718,3,3407,0.253397,0.2685948786434503,1849.9218231878908,1.2533801531152078,55.0
10816,2047-08-12,35,161465,625,Employed,Associate,11,41877,72,Single,3,Own,560,0.6395810194776481,3,1,0.1952465193245109,0,Home,0,22,8,1321,166,17351,20356,13455.416666666666,0.8870617393263001,10,9130,0.244377,0.2504998556639283,1129.3329653759206,0.1255504015391016,38.400000000000006
10817,2047-08-13,41,58597,591,Employed,High School,18,8517,72,Married,3,Other,370,0.0599349812403723,3,1,0.0760915775332538,0,Home,1,29,15,8625,5723,40538,12074,4883.083333333333,0.6907402504487259,4,28464,0.228017,0.1972353393520125,202.6436334771769,0.1172709115095674,55.0
10818,2047-08-14,42,25086,618,Unemployed,Bachelor,21,56600,72,Single,1,Rent,716,0.472343051402422,2,0,0.0226716280299493,0,Home,0,21,29,4140,26931,31071,38613,2090.5,0.8946353219555503,8,8549,0.2626,0.2386425247858952,1485.4378993757923,1.053067639022144,53.0
10819,2047-08-15,39,22673,494,Self-Employed,Bachelor,16,43419,48,Single,1,Mortgage,514,0.0780389011116545,3,2,0.3699112009077481,0,Education,0,29,19,2952,1299,47749,20708,1889.4166666666667,0.5899910446373212,7,27041,0.291419,0.2607204115990614,1465.7321028950917,1.047800698396379,58.0
10820,2047-08-16,60,23285,582,Self-Employed,Bachelor,40,22343,48,Married,3,Mortgage,715,0.0760100704908327,2,0,0.3039075185330652,0,Debt Consolidation,1,19,2,3749,542,52191,8508,1940.4166666666667,0.6943435491301788,7,43683,0.226343,0.1935457408195681,672.2460053209518,0.7149217119970548,68.0
10821,2047-08-17,28,164586,623,Employed,Bachelor,5,23332,36,Married,1,Rent,319,0.4106298632041695,1,1,0.3044529272127697,0,Home,0,16,17,1685,876,32003,34302,13715.5,0.7306500521617398,3,8474,0.196832,0.2049674086905851,873.0173976817216,0.0869102400701193,40.0
10822,2047-08-18,39,45082,472,Unemployed,Bachelor,18,39447,48,Married,1,Own,504,0.1247106594126387,1,1,0.0585744574013781,0,Auto,0,22,21,13196,4729,66559,23086,3756.8333333333335,0.7207083253444287,9,43473,0.2984469999999999,0.289670154552952,1396.7271490409655,0.505938640443893,53.0
10823,2047-08-19,21,31629,496,Employed,High School,0,44553,24,Single,3,Mortgage,571,0.2970245696489809,5,0,0.2177522766846369,0,Home,0,25,12,15950,322,16272,29628,2635.75,0.809677667279881,5,6896,0.271553,0.3161242393245361,2528.2116479422707,1.1758367250089237,53.0
10824,2047-08-20,44,128388,505,Employed,Bachelor,23,22989,60,Widowed,0,Other,256,0.3736139230319902,0,0,0.3171853616922295,0,Education,0,23,11,2832,230,4961,6150,10699.0,0.531957307214754,4,8135,0.275489,0.2456339859781199,668.8859283351488,0.0864460162945274,41.6
10825,2047-08-21,26,44486,595,Employed,Bachelor,5,24594,24,Married,3,Rent,195,0.0616813434576015,3,0,0.1315826547545484,0,Home,0,22,15,738,646,242372,34739,3707.1666666666665,0.7436273755661365,4,207633,0.202094,0.1889556985162813,1238.5020503812605,0.386684004059145,46.0
10826,2047-08-22,36,43491,626,Self-Employed,Master,14,25597,60,Married,2,Rent,199,0.295092340510704,3,0,0.1651382978869858,0,Home,0,21,13,2615,767,24370,14385,3624.25,0.8704348475784313,3,9985,0.217597,0.2611164,768.0788730478655,0.2668355861344735,51.0
10827,2047-08-23,35,113990,628,Employed,Doctorate,12,35146,84,Married,1,Mortgage,645,0.1489255171429721,4,0,0.1569372718011123,0,Auto,0,22,12,2811,2467,526293,136954,9499.166666666666,0.7909345102264687,3,389339,0.246146,0.2313359252950445,848.0993012331957,0.1571821354048455,31.200000000000003
10828,2047-08-24,43,94504,645,Employed,Bachelor,23,21874,36,Married,2,Mortgage,731,0.2703349212822139,0,1,0.4783236606635306,0,Home,0,27,29,3777,2222,107628,19425,7875.333333333333,0.78808356736328,4,88203,0.184374,0.1855720541124295,796.9251799223878,0.1940140328353155,40.0
10829,2047-08-25,33,54094,570,Employed,High School,12,18172,84,Married,0,Rent,395,0.2733407268226164,4,1,0.2702386494055748,0,Debt Consolidation,0,22,8,2085,361,89214,141007,4507.833333333333,0.8980234785069889,3,6245,0.258172,0.290008583880993,507.4388545430068,0.2001934827248138,53.0
10830,2047-08-26,32,33870,550,Employed,High School,9,26648,48,Divorced,3,Rent,500,0.3599627720935886,6,2,0.5789644781074957,0,Education,0,32,28,5988,986,17742,53722,2822.5,0.8031008538701222,3,6783,0.246648,0.2730549862656518,918.180817888718,0.5024555599251437,59.0
10831,2047-08-27,57,33612,630,Employed,Bachelor,32,10778,72,Divorced,0,Mortgage,169,0.2231213214539589,3,0,0.2343625642549338,0,Home,0,28,2,7550,5996,106460,85449,2801.0,0.8994926816996525,9,21011,0.210778,0.2348633537797954,280.39921587014936,0.1604424190896641,54.0
10832,2047-08-28,43,22150,606,Employed,High School,25,34352,48,Divorced,0,Rent,828,0.4482355040693418,2,0,0.2411791964405764,0,Auto,0,27,28,9184,1713,20622,23883,1845.8333333333333,0.845553328672966,10,8399,0.226352,0.2140304184179674,1071.1945177897733,1.028908993836446,52.0
10833,2047-08-29,33,41678,470,Employed,Associate,9,12455,48,Divorced,1,Mortgage,523,0.2349210068849009,2,1,0.3079046410090982,0,Auto,0,26,19,16961,470,125435,62148,3473.1666666666665,0.8503811038421446,11,63287,0.272455,0.326946,468.1830178993605,0.2853830849559078,53.0
10834,2047-08-30,36,33744,590,Employed,High School,14,10367,24,Single,2,Mortgage,533,0.5822051682484923,2,1,0.1038870125628051,0,Home,0,25,27,6157,4141,15264,60350,2812.0,0.830201261316771,6,8682,0.1903669999999999,0.2108146821247349,533.1299738071563,0.3791358370580214,52.0
10835,2047-08-31,59,107271,680,Unemployed,Doctorate,37,23971,60,Single,0,Mortgage,458,0.3075527417530039,5,0,0.2094670522548547,0,Debt Consolidation,0,25,21,2776,704,164825,21544,8939.25,0.9566284243114552,4,143281,0.188971,0.1670692630417841,591.9701663197985,0.1174561810352992,35.2
10836,2047-09-01,37,33059,613,Unemployed,Associate,16,17844,48,Married,5,Mortgage,408,0.1943259082867605,4,1,0.5124552912857139,0,Auto,0,22,8,292,764,60026,7017,2754.9166666666665,0.7993187153707336,9,53009,0.206344,0.1733867309315525,518.02127142668,0.3361340408699646,57.0
10837,2047-09-02,31,67537,501,Employed,High School,9,17893,24,Divorced,1,Own,162,0.5545369434209816,6,0,0.5897094121040726,0,Debt Consolidation,0,31,18,5687,2961,108152,45945,5628.083333333333,0.9150851625069124,3,62207,0.2423929999999999,0.2187608250460579,927.161240083924,0.1935225858567465,45.6
10838,2047-09-03,31,21922,558,Employed,Master,7,35958,24,Single,2,Own,578,0.2143971294849478,7,1,0.1535402925257976,0,Debt Consolidation,0,31,5,10909,1647,56671,9701,1826.8333333333333,0.9097253409315418,5,46970,0.2319579999999999,0.2266715337688705,1877.3025660730668,1.3440211108875468,54.0
10839,2047-09-04,33,70366,531,Unemployed,Bachelor,12,69762,36,Divorced,1,Mortgage,445,0.0307109486516361,4,0,0.2761260033617703,0,Debt Consolidation,1,17,13,832,13586,42222,13205,5863.833333333333,0.9088125348306472,10,29017,0.289262,0.2799407008260002,2885.383113760818,0.5679532354422565,60.0
10840,2047-09-05,32,23455,435,Employed,High School,6,13775,48,Married,1,Mortgage,514,0.1565354977473059,4,1,0.5830125974639289,0,Education,0,26,29,538,1106,18483,25529,1954.5833333333333,0.9457313479931692,5,8421,0.2912749999999999,0.2736321333252466,475.0824092011466,0.5060323560184933,59.0
10841,2047-09-06,24,42885,622,Employed,Master,0,14162,12,Widowed,1,Other,1031,0.3533374046372641,2,2,0.1141941418028223,0,Other,0,19,18,5193,2460,42662,22433,3573.75,0.957152375407882,2,20229,0.168162,0.1840841507080543,1301.1263182231232,0.652571197823889,48.0
10842,2047-09-07,26,25013,510,Employed,High School,3,38517,120,Married,5,Other,630,0.3654908740798337,2,1,0.4614296224569974,0,Debt Consolidation,0,25,2,299,1069,37717,12749,2084.4166666666665,0.943786991176216,6,24968,0.338517,0.3288489864709943,1098.357082097078,0.829180225689239,62.0
10843,2047-09-08,30,45155,539,Self-Employed,Master,8,28870,36,Married,0,Mortgage,287,0.4541459889332074,1,3,0.5099579286922589,1,Home,0,22,18,9518,1581,37993,4637,3762.9166666666665,0.9811829128289666,2,33356,0.24437,0.2575559868388047,1159.434845911477,0.3843919422198588,75.0
10844,2047-09-09,47,20652,605,Employed,Bachelor,22,26881,24,Single,3,Rent,799,0.5448408255060062,3,0,0.0685037531028013,0,Other,0,24,12,9140,2649,160284,37108,1721.0,0.7931716716879965,1,123176,0.1993809999999999,0.2263238851688555,1402.9456105295824,1.279457065967218,46.0
10845,2047-09-10,35,20866,544,Employed,High School,10,21730,24,Single,0,Mortgage,437,0.4697131875161766,4,0,0.1659124527806634,0,Home,0,23,23,2212,880,79714,14013,1738.8333333333333,0.8420621508265703,9,65701,0.2247299999999999,0.2146485039117975,1121.577906143264,0.8963354199999601,51.0
10846,2047-09-11,37,94856,478,Employed,Bachelor,17,55211,96,Married,5,Other,580,0.3635275578795064,2,1,0.2785118340722247,0,Auto,0,24,10,7865,1759,44975,30500,7904.666666666667,0.978229291581865,5,14475,0.351211,0.3443753798137772,1696.6318003450722,0.2880111074063936,51.0
10847,2047-09-12,55,23696,593,Employed,Associate,34,19810,72,Married,2,Mortgage,511,0.1683362125317284,4,1,0.3404727937976894,0,Home,0,29,11,3154,103,91605,50830,1974.6666666666667,0.8188671591929653,6,40775,0.23831,0.2311431179196946,510.935218449753,0.5175228992824542,55.0
10848,2047-09-13,55,89001,604,Employed,Bachelor,31,29190,60,Married,2,Rent,247,0.486919342649676,4,2,0.5451171592861321,0,Education,0,17,29,972,2501,72820,95556,7416.75,0.9552989801767224,4,3687,0.23219,0.278628,906.4400575206096,0.155518260359404,55.0
10849,2047-09-14,36,111803,644,Unemployed,Master,12,21947,60,Married,1,Mortgage,442,0.6201258917622386,5,0,0.4101379193767565,1,Education,0,19,2,1822,810,134978,22962,9316.916666666666,0.8989806667488893,9,112016,0.204947,0.1884808867196155,567.4843538845885,0.1083496171535206,69.0
10850,2047-09-15,32,55913,582,Employed,High School,10,25334,12,Married,2,Rent,218,0.222154728895302,3,2,0.3101669793649368,0,Debt Consolidation,0,23,5,1889,695,71261,5687,4659.416666666667,0.9422732863864464,1,65574,0.199334,0.2130064186625253,2362.6012994325934,0.55384643272926,54.0
10851,2047-09-16,29,32907,547,Employed,Associate,8,31075,36,Married,0,Mortgage,557,0.4616410554417514,4,0,0.1745452096201911,0,Debt Consolidation,0,29,16,7332,8334,34618,33606,2742.25,0.85823946176257,9,1012,0.2425749999999999,0.2560472576883887,1245.4970548468254,0.6573058819753215,52.0
10852,2047-09-17,48,24972,582,Employed,Doctorate,25,16257,120,Single,1,Own,601,0.2322142594930097,1,1,0.0646487761248758,0,Debt Consolidation,0,20,20,8831,3802,52149,22514,2081.0,0.8856740914853966,5,29635,0.280257,0.2751370082415383,399.019210980208,0.4805474343970245,52.0
10853,2047-09-18,37,21092,498,Employed,Bachelor,12,32396,36,Single,1,Other,149,0.1503011924779206,0,1,0.006062911715332,1,Debt Consolidation,0,22,6,3210,907,46882,20846,1757.6666666666667,0.7212808496497646,4,26036,0.2683959999999999,0.273544814857141,1328.7422559086674,0.8407409003842219,65.0
10854,2047-09-19,35,23658,622,Employed,Bachelor,12,18078,72,Divorced,3,Rent,270,0.4992630069428602,2,0,0.4510535402220599,0,Other,0,26,5,4270,803,135563,23232,1971.5,0.8176386660888589,4,112331,0.222078,0.2194538082536604,453.6442164797696,0.3670526079024953,54.0
10855,2047-09-20,30,16811,590,Employed,High School,10,22469,60,Married,3,Rent,510,0.2759836979608277,3,1,0.4984544340489494,0,Home,0,26,25,5482,281,465665,6088,1400.9166666666667,0.7485195314229706,3,459577,0.2324689999999999,0.2461678556865569,654.456454511859,0.8312103654834517,52.0
10856,2047-09-21,30,49226,543,Employed,Associate,7,36390,12,Divorced,4,Rent,510,0.161861031700507,2,0,0.3462427535023047,0,Debt Consolidation,0,22,11,577,580,38934,114283,4102.166666666667,0.7485220166149836,12,10809,0.22989,0.2306463955645114,3424.5726434973053,0.9591449990242484,54.0
10857,2047-09-22,43,21115,543,Employed,Bachelor,19,17554,96,Married,3,Other,373,0.0800277638321627,2,0,0.1589542807954987,0,Education,0,29,27,1200,224,27880,26424,1759.5833333333333,0.5798752567826622,4,1456,0.281054,0.2793937797520188,459.0931865632911,0.4728921732777406,51.0
10858,2047-09-23,24,31563,517,Employed,High School,2,33338,24,Single,2,Other,330,0.2682596206430347,4,1,0.2694696903548886,0,Education,0,28,26,1327,827,35263,9307,2630.25,0.7803463369916283,5,25956,0.249838,0.2365123344094151,1756.818754447543,0.793391789543786,53.0
10859,2047-09-24,51,37905,556,Employed,High School,26,38610,36,Single,0,Own,525,0.3388262944609934,3,1,0.2563660836359651,0,Debt Consolidation,0,27,28,2776,1126,101353,8277,3158.75,0.6900747439131637,5,93076,0.24561,0.2620758851975654,1559.8935916088683,0.6600375438413514,51.0
10860,2047-09-25,33,41950,545,Employed,Bachelor,9,21779,36,Married,2,Other,1233,0.3218429962678221,3,1,0.4766378565988098,0,Home,1,19,27,11528,575,121651,38410,3495.833333333333,0.933008643930326,5,83241,0.234279,0.2261817875414406,838.731001602871,0.592628653617031,61.0
10861,2047-09-26,38,38384,589,Employed,High School,16,22865,36,Single,0,Mortgage,336,0.2889784420340601,2,1,0.3165827214368155,0,Education,0,15,14,1959,598,376962,33007,3198.6666666666665,0.8733430765687912,9,343955,0.213365,0.170692,815.987296969331,0.3601460911742385,39.2
10862,2047-09-27,23,94935,593,Employed,Bachelor,0,18075,72,Single,4,Mortgage,167,0.2473451604782572,3,2,0.1212963780073747,0,Home,0,34,21,1203,6771,26292,26945,7911.25,0.7990445787476891,5,6973,0.236575,0.2411870121661284,477.1607553042127,0.0814233850913841,39.2
10863,2047-09-28,39,70039,551,Employed,Bachelor,20,10687,36,Single,4,Own,354,0.1531248738866665,1,0,0.1846925849931867,1,Home,1,22,26,413,524,54305,11640,5836.583333333333,0.6890149182983507,2,42665,0.220187,0.2053176178661308,400.0687434646032,0.1291969462952817,67.0
10864,2047-09-29,36,62562,543,Employed,High School,11,29831,60,Married,0,Mortgage,270,0.3866786799354141,6,0,0.3903316847633992,0,Education,0,27,10,11299,1079,82371,5495,5213.5,0.9693235360419632,5,76876,0.263331,0.2374355260842062,853.7425441809295,0.2155447480926306,52.0
10865,2047-09-30,39,40997,590,Employed,Bachelor,17,19336,60,Married,2,Mortgage,940,0.3874905854738478,3,0,0.1764455634409576,0,Debt Consolidation,0,25,9,801,371,54894,9064,3416.4166666666665,0.91603947390929,4,45830,0.2293359999999999,0.2592849573253527,578.1106724863902,0.4443575888439808,52.0
10866,2047-10-01,57,71015,545,Employed,Associate,35,13276,72,Married,1,Mortgage,195,0.0262401779720074,3,0,0.2250479770887842,0,Home,0,24,21,14496,3570,39826,9726,5917.916666666667,0.7575979669359731,3,30100,0.255776,0.3069312,405.3483036831425,0.101445886702777,51.0
10867,2047-10-02,42,67629,459,Employed,Doctorate,21,15256,48,Married,4,Other,555,0.558472576645032,1,0,0.0579854396348082,0,Home,0,27,24,491,675,239609,123100,5635.75,0.9082739469926484,2,116509,0.280756,0.3316551104850505,577.7475173936266,0.200993216057069,47.0
